name,path,domain
Alexander William Kinglake,/wiki/Alexander_William_Kinglake,en
Alexandra Fuller,/wiki/Alexandra_Fuller,en
Alfred Ainger,/wiki/Alfred_Ainger,en
Alfred Austin,/wiki/Alfred_Austin,en
Alfred Bate Richards,/wiki/Alfred_Bate_Richards,en
Alfred Beesley,/wiki/Alfred_Beesley,en
Alfred Bestall,/wiki/Alfred_Bestall,en
Alfred Comyn Lyall,/wiki/Alfred_Comyn_Lyall,en
Alfred Domett,/wiki/Alfred_Domett,en
Alfred Duggan,/wiki/Alfred_Duggan,en
Alfred Eckhard Zimmern,/wiki/Alfred_Eckhard_Zimmern,en
Alfred Elwes,/wiki/Alfred_Elwes,en
Alfred Gatty,/wiki/Alfred_Gatty,en
Alfred Gissing,/wiki/Alfred_Gissing,en
Alfred Henry Forrester,/wiki/Alfred_Henry_Forrester,en
Alfred Hitchcock,/wiki/Alfred_Hitchcock,en
Alfred John Church,/wiki/Alfred_John_Church,en
Alfred Jules Ayer,/wiki/Alfred_Jules_Ayer,en
Alfred Marshall,/wiki/Alfred_Marshall,en
Alfred North Whitehead,/wiki/Alfred_North_Whitehead,en
Alfred Noyes,/wiki/Alfred_Noyes,en
Alfred Oliver Pollard,/wiki/Alfred_Oliver_Pollard,en
Alfred Ollivant (writer),/wiki/Alfred_Ollivant_(writer),en
Alfred Russel Wallace,/wiki/Alfred_Russel_Wallace,en
Alfred Sutro,/wiki/Alfred_Sutro,en
Alfred W. Pollard,/wiki/Alfred_W._Pollard,en
Alfred Wainwright,/wiki/Alfred_Wainwright,en
Alfred Williams (poet),/wiki/Alfred_Williams_(poet),en
"Alfred, Lord Tennyson","/wiki/Alfred,_Lord_Tennyson",en
Algernon Blackwood,/wiki/Algernon_Blackwood,en
Algernon Charles Swinburne,/wiki/Algernon_Charles_Swinburne,en
"Algernon Freeman-Mitford, 1st Baron Redesdale","/wiki/Algernon_Freeman-Mitford,_1st_Baron_Redesdale",en
Algernon Gissing,/wiki/Algernon_Gissing,en
Algernon Sydney Thelwall,/wiki/Algernon_Sydney_Thelwall,en
Alice Albinia,/wiki/Alice_Albinia,en
Alice Curwen,/wiki/Alice_Curwen,en
Alice Diehl,/wiki/Alice_Diehl,en
Alice Flowerdew,/wiki/Alice_Flowerdew,en
Alice Hobbins Porter,/wiki/Alice_Hobbins_Porter,en
Alice Meynell,/wiki/Alice_Meynell,en
Alice Muriel Williamson,/wiki/Alice_Muriel_Williamson,en
Alice Oswald,/wiki/Alice_Oswald,en
Alice Sutcliffe,/wiki/Alice_Sutcliffe,en
Alice Thomas Ellis,/wiki/Alice_Thomas_Ellis,en
Alice Zimmern,/wiki/Alice_Zimmern,en
Alicia D'Anvers,/wiki/Alicia_D%27Anvers,en
Alick Rowe,/wiki/Alick_Rowe,en
Alison Brackenbury,/wiki/Alison_Brackenbury,en
Alison Prince,/wiki/Alison_Prince,en
Alison Uttley,/wiki/Alison_Uttley,en
Alistair Horne,/wiki/Alistair_Horne,en
Alix Strachey,/wiki/Alix_Strachey,en
Allen Fisher,/wiki/Allen_Fisher,en
Ally Kennen,/wiki/Ally_Kennen,en
Amanda Craig,/wiki/Amanda_Craig,en
Amber Reeves,/wiki/Amber_Reeves,en
Ambrose Barnes,/wiki/Ambrose_Barnes,en
Ambrose Heath,/wiki/Ambrose_Heath,en
Ambrose Philips,/wiki/Ambrose_Philips,en
Amelia Edith Huddleston Barr,/wiki/Amelia_Edith_Huddleston_Barr,en
Amelia Edwards,/wiki/Amelia_Edwards,en
Amelia Opie,/wiki/Amelia_Opie,en
Amy Catherine Walton,/wiki/Amy_Catherine_Walton,en
Amy Clarke,/wiki/Amy_Clarke,en
Amy Jenkins,/wiki/Amy_Jenkins,en
Amy Levy,/wiki/Amy_Levy,en
An Collins,/wiki/An_Collins,en
Andrea Ashworth,/wiki/Andrea_Ashworth,en
Andrea Levy,/wiki/Andrea_Levy,en
Andrea Wulf,/wiki/Andrea_Wulf,en
Andrew Bing,/wiki/Andrew_Bing,en
Andrew Burnaby,/wiki/Andrew_Burnaby,en
Andrew Crofts (author),/wiki/Andrew_Crofts_(author),en
Andrew Crozier,/wiki/Andrew_Crozier,en
Andrew Crumey,/wiki/Andrew_Crumey,en
Andrew Dalby,/wiki/Andrew_Dalby,en
Andrew Downes (scholar),/wiki/Andrew_Downes_(scholar),en
Andrew Fuller,/wiki/Andrew_Fuller,en
Andrew Grant (writer),/wiki/Andrew_Grant_(writer),en
Andrew Kippis,/wiki/Andrew_Kippis,en
Andrew Lamb (writer),/wiki/Andrew_Lamb_(writer),en
Andrew Mango,/wiki/Andrew_Mango,en
Andrew Martin (novelist),/wiki/Andrew_Martin_(novelist),en
Andrew Marvell,/wiki/Andrew_Marvell,en
Andrew Miller (novelist),/wiki/Andrew_Miller_(novelist),en
Andrew Motion,/wiki/Andrew_Motion,en
Andrew Roberts (historian),/wiki/Andrew_Roberts_(historian),en
Andrew Sinclair,/wiki/Andrew_Sinclair,en
Andrew Taylor (author),/wiki/Andrew_Taylor_(author),en
Andrew Waterhouse,/wiki/Andrew_Waterhouse,en
Andrew Wilson (writer),/wiki/Andrew_Wilson_(writer),en
Andy Hamilton (author),/wiki/Andy_Hamilton_(author),en
Andy McNab,/wiki/Andy_McNab,en
Andy Stanton,/wiki/Andy_Stanton,en
Angela Brazil,/wiki/Angela_Brazil,en
Angela Carter,/wiki/Angela_Carter,en
Angela Huth,/wiki/Angela_Huth,en
Angela Thirkell,/wiki/Angela_Thirkell,en
Angela Topping,/wiki/Angela_Topping,en
Angus Donald,/wiki/Angus_Donald,en
Angus John Mackintosh Stewart,/wiki/Angus_John_Mackintosh_Stewart,en
Angus Wilson,/wiki/Angus_Wilson,en
Anita Brookner,/wiki/Anita_Brookner,en
Anita Mason,/wiki/Anita_Mason,en
Ann Batten Cristall,/wiki/Ann_Batten_Cristall,en
Ann Davison (sailor),/wiki/Ann_Davison_(sailor),en
Ann Doherty,/wiki/Ann_Doherty,en
Ann Fisher (grammarian),/wiki/Ann_Fisher_(grammarian),en
Ann Hatton,/wiki/Ann_Hatton,en
Ann Kelley,/wiki/Ann_Kelley,en
Ann Mary Hamilton,/wiki/Ann_Mary_Hamilton,en
Ann Oakley,/wiki/Ann_Oakley,en
Ann Quin,/wiki/Ann_Quin,en
Ann Radcliffe,/wiki/Ann_Radcliffe,en
Ann Schlee,/wiki/Ann_Schlee,en
Ann Taylor (poet),/wiki/Ann_Taylor_(poet),en
Ann Thwaite,/wiki/Ann_Thwaite,en
Ann Yearsley,/wiki/Ann_Yearsley,en
"Ann, Lady Fanshawe","/wiki/Ann,_Lady_Fanshawe",en
Anna Brassey,/wiki/Anna_Brassey,en
Anna Brownell Jameson,/wiki/Anna_Brownell_Jameson,en
Anna Eliza Bray,/wiki/Anna_Eliza_Bray,en
Anna Harriett Drury,/wiki/Anna_Harriett_Drury,en
Anna Jacobs,/wiki/Anna_Jacobs,en
Anna Kavan,/wiki/Anna_Kavan,en
Anna Laetitia Barbauld,/wiki/Anna_Laetitia_Barbauld,en
Anna Maria Bennett,/wiki/Anna_Maria_Bennett,en
Anna Maria Porter,/wiki/Anna_Maria_Porter,en
Anna Mary Howitt,/wiki/Anna_Mary_Howitt,en
Anna Seward,/wiki/Anna_Seward,en
Anna Sewell,/wiki/Anna_Sewell,en
Anna Trapnell,/wiki/Anna_Trapnell,en
Anna Williams (poet),/wiki/Anna_Williams_(poet),en
Anne Askew,/wiki/Anne_Askew,en
Anne Bacon,/wiki/Anne_Bacon,en
Anne Beale,/wiki/Anne_Beale,en
Anne Brontë,/wiki/Anne_Bront%C3%AB,en
Anne Elliot (novelist),/wiki/Anne_Elliot_(novelist),en
Anne Evans (poet),/wiki/Anne_Evans_(poet),en
"Anne Finch, Countess of Winchilsea","/wiki/Anne_Finch,_Countess_of_Winchilsea",en
Anne Fine,/wiki/Anne_Fine,en
Anne Ford,/wiki/Anne_Ford,en
Anne Gilchrist (writer),/wiki/Anne_Gilchrist_(writer),en
Anne Halkett,/wiki/Anne_Halkett,en
Anne Hepple Dickinson,/wiki/Anne_Hepple_Dickinson,en
"Anne Howard, Viscountess Irwin","/wiki/Anne_Howard,_Viscountess_Irwin",en
Anne Isabella Thackeray Ritchie,/wiki/Anne_Isabella_Thackeray_Ritchie,en
Anne Killigrew,/wiki/Anne_Killigrew,en
Anne Knight (children's writer),/wiki/Anne_Knight_(children%27s_writer),en
Anne Ley,/wiki/Anne_Ley,en
Anne Lister,/wiki/Anne_Lister,en
Anne Manning (novelist),/wiki/Anne_Manning_(novelist),en
Anne Perry,/wiki/Anne_Perry,en
Anne Plumptre,/wiki/Anne_Plumptre,en
Anne Pratt,/wiki/Anne_Pratt,en
Anne Ridler,/wiki/Anne_Ridler,en
Anne Scott-James,/wiki/Anne_Scott-James,en
Anne Seymour Damer,/wiki/Anne_Seymour_Damer,en
Anne Steele,/wiki/Anne_Steele,en
Anne Wentworth (prophetess),/wiki/Anne_Wentworth_(prophetess),en
Anne Wharton,/wiki/Anne_Wharton,en
Annie Armitt,/wiki/Annie_Armitt,en
Annie Besant,/wiki/Annie_Besant,en
Annie French Hector,/wiki/Annie_French_Hector,en
Annie Hall Cudlip,/wiki/Annie_Hall_Cudlip,en
Annie Keary,/wiki/Annie_Keary,en
Annie Sophie Cory,/wiki/Annie_Sophie_Cory,en
Anthony Ascham,/wiki/Anthony_Ascham,en
Anthony Berkeley Cox,/wiki/Anthony_Berkeley_Cox,en
Anthony Blunt,/wiki/Anthony_Blunt,en
Anthony Browne (author),/wiki/Anthony_Browne_(author),en
Anthony Buckeridge,/wiki/Anthony_Buckeridge,en
Anthony Burgess,/wiki/Anthony_Burgess,en
Anthony Collins (philosopher),/wiki/Anthony_Collins_(philosopher),en
Anthony Earnshaw,/wiki/Anthony_Earnshaw,en
Anthony Hope,/wiki/Anthony_Hope,en
Anthony Horowitz,/wiki/Anthony_Horowitz,en
Anthony Marriott,/wiki/Anthony_Marriott,en
Anthony Minghella,/wiki/Anthony_Minghella,en
Anthony Munday,/wiki/Anthony_Munday,en
Anthony Nuttall,/wiki/Anthony_Nuttall,en
Anthony Powell,/wiki/Anthony_Powell,en
Anthony Price,/wiki/Anthony_Price,en
Anthony Quiney,/wiki/Anthony_Quiney,en
"Anthony Quinton, Baron Quinton","/wiki/Anthony_Quinton,_Baron_Quinton",en
Anthony Shaffer (writer),/wiki/Anthony_Shaffer_(writer),en
Anthony Thwaite,/wiki/Anthony_Thwaite,en
Anthony Trollope,/wiki/Anthony_Trollope,en
Anthony Wood (antiquary),/wiki/Anthony_Wood_(antiquary),en
"Anthony Woodville, 2nd Earl Rivers","/wiki/Anthony_Woodville,_2nd_Earl_Rivers",en
Antonia Fraser,/wiki/Antonia_Fraser,en
Antonia White,/wiki/Antonia_White,en
Antony Beevor,/wiki/Antony_Beevor,en
Antony Dunn,/wiki/Antony_Dunn,en
Antony Flew,/wiki/Antony_Flew,en
Antony Jay,/wiki/Antony_Jay,en
Aphra Behn,/wiki/Aphra_Behn,en
April De Angelis,/wiki/April_De_Angelis,en
Arabella Weir,/wiki/Arabella_Weir,en
Archibald Low,/wiki/Archibald_Low,en
Archibald Marshall,/wiki/Archibald_Marshall,en
Arnold Bennett,/wiki/Arnold_Bennett,en
Arnold J. Toynbee,/wiki/Arnold_J._Toynbee,en
Arnold Lunn,/wiki/Arnold_Lunn,en
"Arnold Toynbee (historian, born 1852)","/wiki/Arnold_Toynbee_(historian,_born_1852)",en
Arnold Wesker,/wiki/Arnold_Wesker,en
Artemis Cooper,/wiki/Artemis_Cooper,en
Arthur Aikin,/wiki/Arthur_Aikin,en
Arthur Benoni Evans,/wiki/Arthur_Benoni_Evans,en
Arthur Bryant,/wiki/Arthur_Bryant,en
Arthur C. Clarke,/wiki/Arthur_C._Clarke,en
Arthur Cecil Pigou,/wiki/Arthur_Cecil_Pigou,en
Arthur Conan Doyle,/wiki/Arthur_Conan_Doyle,en
Arthur Evans,/wiki/Arthur_Evans,en
Arthur F. H. Mills,/wiki/Arthur_F._H._Mills,en
Arthur George Villiers Peel,/wiki/Arthur_George_Villiers_Peel,en
Arthur Gorges,/wiki/Arthur_Gorges,en
Arthur Graeme West,/wiki/Arthur_Graeme_West,en
Arthur Griffiths (author),/wiki/Arthur_Griffiths_(author),en
Arthur Grimble,/wiki/Arthur_Grimble,en
Arthur Guirdham,/wiki/Arthur_Guirdham,en
Arthur Hallam,/wiki/Arthur_Hallam,en
Arthur Helps,/wiki/Arthur_Helps,en
Arthur Henry Bullen,/wiki/Arthur_Henry_Bullen,en
Arthur Hugh Clough,/wiki/Arthur_Hugh_Clough,en
Arthur John Arberry,/wiki/Arthur_John_Arberry,en
Arthur Machen,/wiki/Arthur_Machen,en
Arthur Marshall (broadcaster),/wiki/Arthur_Marshall_(broadcaster),en
Arthur Mee,/wiki/Arthur_Mee,en
Arthur Morrison,/wiki/Arthur_Morrison,en
Arthur Munby,/wiki/Arthur_Munby,en
Arthur O'Shaughnessy,/wiki/Arthur_O%27Shaughnessy,en
Arthur Quiller-Couch,/wiki/Arthur_Quiller-Couch,en
Arthur Raistrick,/wiki/Arthur_Raistrick,en
Arthur Ransome,/wiki/Arthur_Ransome,en
Arthur Shearly Cripps,/wiki/Arthur_Shearly_Cripps,en
Arthur St. John Adcock,/wiki/Arthur_St._John_Adcock,en
Arthur Stanley (priest),/wiki/Arthur_Stanley_(priest),en
Arthur Stanley Eddington,/wiki/Arthur_Stanley_Eddington,en
Arthur Stuart-Menteth Hutchinson,/wiki/Arthur_Stuart-Menteth_Hutchinson,en
Arthur Symons,/wiki/Arthur_Symons,en
Arthur Upfield,/wiki/Arthur_Upfield,en
Arthur Waley,/wiki/Arthur_Waley,en
Arthur Way,/wiki/Arthur_Way,en
Arthur Wing Pinero,/wiki/Arthur_Wing_Pinero,en
Arthur Wyatt (comics),/wiki/Arthur_Wyatt_(comics),en
Arthur Young (writer),/wiki/Arthur_Young_(writer),en
Arthur de Capell Brooke,/wiki/Arthur_de_Capell_Brooke,en
Ashley Dukes,/wiki/Ashley_Dukes,en
Aston Cockayne,/wiki/Aston_Cockayne,en
Auberon Waugh,/wiki/Auberon_Waugh,en
Aubrey Beardsley,/wiki/Aubrey_Beardsley,en
Aubrey de Sélincourt,/wiki/Aubrey_de_S%C3%A9lincourt,en
Augusta Theodosia Drane,/wiki/Augusta_Theodosia_Drane,en
Augusta Webster,/wiki/Augusta_Webster,en
Augustus Hare,/wiki/Augustus_Hare,en
Augustus Montague Toplady,/wiki/Augustus_Montague_Toplady,en
Augustus William Hare,/wiki/Augustus_William_Hare,en
Aurelian Townshend,/wiki/Aurelian_Townshend,en
Austin Harrison,/wiki/Austin_Harrison,en
Austin Robinson,/wiki/Austin_Robinson,en
Aylmer and Louise Maude,/wiki/Aylmer_and_Louise_Maude,en
B. H. Liddell Hart,/wiki/B._H._Liddell_Hart,en
B. S. Johnson,/wiki/B._S._Johnson,en
Bali Rai,/wiki/Bali_Rai,en
Barbara Blaugdone,/wiki/Barbara_Blaugdone,en
Barbara Bodichon,/wiki/Barbara_Bodichon,en
Barbara Cartland,/wiki/Barbara_Cartland,en
Barbara Cleverly,/wiki/Barbara_Cleverly,en
Barbara Comyns Carr,/wiki/Barbara_Comyns_Carr,en
Barbara Erskine,/wiki/Barbara_Erskine,en
Barbara Euphan Todd,/wiki/Barbara_Euphan_Todd,en
Barbara Ewing,/wiki/Barbara_Ewing,en
Barbara Hofland,/wiki/Barbara_Hofland,en
Barbara Leonie Picard,/wiki/Barbara_Leonie_Picard,en
Barbara Pym,/wiki/Barbara_Pym,en
Barbara Skelton,/wiki/Barbara_Skelton,en
Barbara Sleigh,/wiki/Barbara_Sleigh,en
Barbara Taylor Bradford,/wiki/Barbara_Taylor_Bradford,en
Barbara Ward,/wiki/Barbara_Ward,en
Barbara Willard,/wiki/Barbara_Willard,en
Barbara Yorke,/wiki/Barbara_Yorke,en
Barbarina Brand,/wiki/Barbarina_Brand,en
Barnabe Barnes,/wiki/Barnabe_Barnes,en
Barnabe Googe,/wiki/Barnabe_Googe,en
Barnabe Rich,/wiki/Barnabe_Rich,en
Baroness Emma Orczy,/wiki/Baroness_Emma_Orczy,en
Barry Cole,/wiki/Barry_Cole,en
Barry Cryer,/wiki/Barry_Cryer,en
Barry England,/wiki/Barry_England,en
Barry Hines,/wiki/Barry_Hines,en
Barry MacSweeney,/wiki/Barry_MacSweeney,en
Barry Norman,/wiki/Barry_Norman,en
Barry Pain,/wiki/Barry_Pain,en
Barry Tebb,/wiki/Barry_Tebb,en
Barry Unsworth,/wiki/Barry_Unsworth,en
Barton Booth,/wiki/Barton_Booth,en
Basil Al Bayati,/wiki/Basil_Al_Bayati,en
Basil Boothroyd,/wiki/Basil_Boothroyd,en
Basil Bunting,/wiki/Basil_Bunting,en
Basil Mitchell (academic),/wiki/Basil_Mitchell_(academic),en
Basil Montagu,/wiki/Basil_Montagu,en
Bathsua Makin,/wiki/Bathsua_Makin,en
Bayle St. John,/wiki/Bayle_St._John,en
Beatrice Harraden,/wiki/Beatrice_Harraden,en
Beatrix Potter,/wiki/Beatrix_Potter,en
Ben Elton,/wiki/Ben_Elton,en
Ben Jonson,/wiki/Ben_Jonson,en
Ben Macintyre,/wiki/Ben_Macintyre,en
Ben Rice (author),/wiki/Ben_Rice_(author),en
Ben Travers,/wiki/Ben_Travers,en
Benedict Jacka,/wiki/Benedict_Jacka,en
Benedict Read,/wiki/Benedict_Read,en
Benjamin Disraeli,/wiki/Benjamin_Disraeli,en
Benjamin Farjeon,/wiki/Benjamin_Farjeon,en
Benjamin Hoadly,/wiki/Benjamin_Hoadly,en
Benjamin Jowett,/wiki/Benjamin_Jowett,en
Benjamin Lay,/wiki/Benjamin_Lay,en
Benjamin Zephaniah,/wiki/Benjamin_Zephaniah,en
Bennet Langton,/wiki/Bennet_Langton,en
Berlie Doherty,/wiki/Berlie_Doherty,en
Bernard Barton,/wiki/Bernard_Barton,en
Bernard Cornwell,/wiki/Bernard_Cornwell,en
Bernard Crick,/wiki/Bernard_Crick,en
Bernard Darwin,/wiki/Bernard_Darwin,en
Bernard Fergusson,/wiki/Bernard_Fergusson,en
Bernard Gutteridge,/wiki/Bernard_Gutteridge,en
Bernard Kops,/wiki/Bernard_Kops,en
Bernard Levin,/wiki/Bernard_Levin,en
Bernard Mandeville,/wiki/Bernard_Mandeville,en
Bernard Newman (author),/wiki/Bernard_Newman_(author),en
Bernard Pares,/wiki/Bernard_Pares,en
Bernard Quaritch,/wiki/Bernard_Quaritch,en
Bernard Spencer,/wiki/Bernard_Spencer,en
Bernard Vaughan,/wiki/Bernard_Vaughan,en
Bernard Williams,/wiki/Bernard_Williams,en
Bertha Henry Buxton,/wiki/Bertha_Henry_Buxton,en
Bertha Jane Grundy,/wiki/Bertha_Jane_Grundy,en
Bertram Mitford (novelist),/wiki/Bertram_Mitford_(novelist),en
Bertrand Russell,/wiki/Bertrand_Russell,en
Beryl Bainbridge,/wiki/Beryl_Bainbridge,en
Bessie Marchant,/wiki/Bessie_Marchant,en
Bessie Rayner Parkes,/wiki/Bessie_Rayner_Parkes,en
Beth Chatto,/wiki/Beth_Chatto,en
Beverley Nichols,/wiki/Beverley_Nichols,en
Bill Dare,/wiki/Bill_Dare,en
Bill Griffiths (poet),/wiki/Bill_Griffiths_(poet),en
Bill Hopkins (novelist),/wiki/Bill_Hopkins_(novelist),en
Bill Naughton,/wiki/Bill_Naughton,en
Bithia Mary Croker,/wiki/Bithia_Mary_Croker,en
Blake Morrison,/wiki/Blake_Morrison,en
Blanche Atkinson,/wiki/Blanche_Atkinson,en
Blanche Warre-Cornish,/wiki/Blanche_Warre-Cornish,en
Bob Clarke (historian),/wiki/Bob_Clarke_(historian),en
Bob Cobbing,/wiki/Bob_Cobbing,en
Bola Agbaje,/wiki/Bola_Agbaje,en
Bonamy Price,/wiki/Bonamy_Price,en
Bonnell Thornton,/wiki/Bonnell_Thornton,en
Boris Ford,/wiki/Boris_Ford,en
Boris Starling,/wiki/Boris_Starling,en
Brian Aldiss,/wiki/Brian_Aldiss,en
Brian Callison,/wiki/Brian_Callison,en
Brian Cleeve,/wiki/Brian_Cleeve,en
Brian Finch,/wiki/Brian_Finch,en
Brian Glanville,/wiki/Brian_Glanville,en
Brian Howard (poet),/wiki/Brian_Howard_(poet),en
Brian Jacques,/wiki/Brian_Jacques,en
Brian Jones (poet),/wiki/Brian_Jones_(poet),en
Brian Moses,/wiki/Brian_Moses,en
Brian Patten,/wiki/Brian_Patten,en
Brian Simon,/wiki/Brian_Simon,en
Brian Stableford,/wiki/Brian_Stableford,en
Brion Gysin,/wiki/Brion_Gysin,en
Browne Willis,/wiki/Browne_Willis,en
Bruce Barrymore Halpenny,/wiki/Bruce_Barrymore_Halpenny,en
Bruce Campbell (ornithologist),/wiki/Bruce_Campbell_(ornithologist),en
Bruce Chatwin,/wiki/Bruce_Chatwin,en
Bryan Clough,/wiki/Bryan_Clough,en
Bryan Magee,/wiki/Bryan_Magee,en
Bryan Procter,/wiki/Bryan_Procter,en
Bryan R. Wilson,/wiki/Bryan_R._Wilson,en
Bryher (novelist),/wiki/Bryher_(novelist),en
Bulstrode Whitelocke,/wiki/Bulstrode_Whitelocke,en
C. B. Fry,/wiki/C._B._Fry,en
C. E. M. Joad,/wiki/C._E._M._Joad,en
C. Fox Smith,/wiki/C._Fox_Smith,en
C. H. B. Quennell,/wiki/C._H._B._Quennell,en
C. H. Sisson,/wiki/C._H._Sisson,en
C. J. Sansom,/wiki/C._J._Sansom,en
C. Northcote Parkinson,/wiki/C._Northcote_Parkinson,en
C. P. Snow,/wiki/C._P._Snow,en
C. S. Forester,/wiki/C._S._Forester,en
C. S. Lewis,/wiki/C._S._Lewis,en
C. V. Durell,/wiki/C._V._Durell,en
C. V. Wedgwood,/wiki/C._V._Wedgwood,en
C. Walter Hodges,/wiki/C._Walter_Hodges,en
C.H.B. Kitchin,/wiki/C.H.B._Kitchin,en
C.V. Boys,/wiki/C.V._Boys,en
Caitlin Davies,/wiki/Caitlin_Davies,en
Camilla Dufour Crosland,/wiki/Camilla_Dufour_Crosland,en
Camilla Way,/wiki/Camilla_Way,en
Camilla Wedgwood,/wiki/Camilla_Wedgwood,en
Candida Lycett Green,/wiki/Candida_Lycett_Green,en
Carl Ashmore,/wiki/Carl_Ashmore,en
Caro Fraser,/wiki/Caro_Fraser,en
Carol Birch,/wiki/Carol_Birch,en
Carol Rumens,/wiki/Carol_Rumens,en
Carola Oman,/wiki/Carola_Oman,en
